"해역","연안정점","관측일시","수온","수온 QC Flag","기온","기온 QC","운량","천기"
"남해","가덕도(20201)","20131101","19.1","2","18.9","2","81%-90%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131102","19.2","1","19.2","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131103","19.2","1","19.4","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131104","19","2","20","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131105","19.2","1","20.2","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131106","19","2","23","2","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20131107","18.7","2","19","2","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20131108","18.9","2","16.7","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131109","","2","16.5","2","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131110","","2","16.5","2","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131111","18.2","2","11","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131112","18","2","9","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131113","17.6","2","10.2","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131114","17.4","2","13.5","2","61%-70%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131115","17.2","2","14.4","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131116","17.2","1","13","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131117","","2","12.5","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131118","","2","8.5","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131119","","2","8","2","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20131120","","2","8.8","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131121","14.6","2","8","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131122","14.4","2","9.2","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131123","14.2","1","11.4","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131124","14","1","17.5","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131125","","2","14.4","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131126","13.9","2","9","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131127","13.9","2","10","2","61%-70%","개임(운량:3-7)"
"남해","가덕도(20201)","20131128","","2","5","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20131129","13.8","2","3.1","2","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131130","14","1","8.6","1","Zero","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131201","14","1","14.5","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131202","14","1","13","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131203","14","1","10","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131204","13.6","1","11.4","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131205","13.3","1","12","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131206","13","1","13","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131207","13","1","13","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131208","12.6","1","13.2","1","Zero","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131209","13.4","1","14","1","71%-80%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131210","","2","6.8","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131211","13.4","1","7","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131212","12.8","1","7","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131213","12","1","7","1","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131214","11.5","1","4.5","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131215","11.4","1","4.2","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131216","11.4","1","4","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131217","11.2","1","8","1","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131218","11.2","1","7.5","1","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131219","11.2","1","5.2","1","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20131220","","2","1.8","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131221","","2","2","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131222","","2","4.2","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131223","","2","6.5","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131224","12.5","1","5","1","61%-70%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131225","11.8","1","9.5","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131226","12.1","1","5.5","1","91%-100%","흐림(운량:8-10)"
"남해","가덕도(20201)","20131227","","2","2","2","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131228","12","1","1.4","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131229","12.2","1","4","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131230","12.2","1","7","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20131231","12","1","7.5","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140101","11.5","1","6.5","1","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140102","11.4","1","8.6","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140103","11.4","1","7.5","1","41%-50%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140104","11.2","1","11.2","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140105","11.2","1","8.4","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140106","11.2","1","13.6","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140107","11","1","7.6","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140108","11","1","5","1","81%-90%","비"
"남해","가덕도(20201)","20140109","","2","1","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140110","","2","2","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140111","11.2","1","3","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140112","10.9","1","3.7","1","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20140113","10.4","1","1","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140114","10.6","1","1.2","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140115","10.8","1","6.8","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140116","11","1","8.7","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140117","11","1","8","1","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140118","10.8","1","6","1","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140119","10.8","1","6.2","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140120","","2","6","2","81%-90%","비"
"남해","가덕도(20201)","20140121","","2","7","2","31%-40%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140122","","2","7","2","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140123","10","1","7","1","21%-30%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140124","10","1","8","1","31%-40%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140125","","2","15","2","61%-70%","개임(운량:3-7)"
"남해","가덕도(20201)","20140126","","2","15.2","2","31%-40%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140127","10.7","1","15.4","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140128","10.6","1","6","1","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20140129","10.8","1","8","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140130","11","1","10","1","81%-90%","비"
"남해","가덕도(20201)","20140131","11","1","14","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20140201","10.2","1","11.8","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140202","10.2","1","12.4","1","51%-60%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140203","10.2","1","10.2","1","1%-10%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140204","","2","-0.5","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140205","10.2","1","8","1","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20140206","","2","3.06","2","81%-90%","눈 또는 진눈깨비"
"남해","가덕도(20201)","20140207","10","1","6","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140208","","2","6","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140209","9.5","1","6.5","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140210","","2","3","2","51%-60%","눈 또는 진눈깨비"
"남해","가덕도(20201)","20140211","9.8","1","3.7","1","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20140212","10","1","5.6","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140213","9.8","1","3","1","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20140214","","2","1","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140215","9.5","1","4","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140216","9.8","1","8","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140217","9.8","1","8.5","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140218","10","1","4","1","61%-70%","개임(운량:3-7)"
"남해","가덕도(20201)","20140219","10","1","4","1","61%-70%","개임(운량:3-7)"
"남해","가덕도(20201)","20140220","10.2","1","6.8","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140221","10.2","1","5","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140222","10.2","1","7","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140223","10.2","1","6","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20140224","10.2","1","7.8","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20140225","9.5","1","8","1","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20140226","","2","9","2","81%-90%","비"
"남해","가덕도(20201)","20140227","","2","12","2","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20140228","9.6","1","11","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140301","9.6","1","8.8","1","71%-80%","비"
"남해","가덕도(20201)","20140302","9.8","1","8.5","1","81%-90%","비"
"남해","가덕도(20201)","20140303","9.8","1","10.2","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140304","9.8","1","8.8","1","61%-70%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140305","9.5","1","7.5","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140306","9.5","1","5","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20140307","","2","3","2","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140308","9.5","1","5","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20140309","9.6","1","7","1","71%-80%","개임(운량:3-7)"
"남해","가덕도(20201)","20140310","9.4","1","4","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140311","9.7","1","8.6","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140312","","2","11.5","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140313","","2","5","2","71%-80%","비"
"남해","가덕도(20201)","20140314","","2","8","2","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20140315","9.4","1","7.8","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140316","10.9","1","12","1","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20140317","11","1","16","1","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20140318","","2","15.8","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140319","","2","7","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140320","","2","6.8","2","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140321","9.4","1","7","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140322","9.4","1","8.8","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140323","9.8","1","13.5","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140324","10.8","1","14.3","1","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20140325","10.8","1","15","1","61%-70%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140326","","2","13","2","81%-90%","비"
"남해","가덕도(20201)","20140327","","2","14.3","2","81%-90%","안개(Fog)"
"남해","가덕도(20201)","20140328","12","1","12","1","81%-90%","안개(Fog)"
"남해","가덕도(20201)","20140329","","2","13.8","2","81%-90%","비"
"남해","가덕도(20201)","20140330","","2","13","2","81%-90%","비"
"남해","가덕도(20201)","20140331","11.5","1","12","1","81%-90%","안개(Fog)"
"남해","가덕도(20201)","20140401","11.5","1","13.5","1","81%-90%","안개(Fog)"
"남해","가덕도(20201)","20140402","11.7","1","13.8","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140403","11.7","1","13.5","1","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20140404","11.5","1","7.8","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140405","11.5","1","7.8","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140406","12.6","1","7.5","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140407","12.6","1","10.8","1","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20140408","12.2","1","14.3","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140409","13.4","1","13.5","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140410","13.2","1","16.5","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140411","13.2","1","16.5","1","71%-80%","개임(운량:3-7)"
"남해","가덕도(20201)","20140412","13.2","1","16.7","1","71%-80%","개임(운량:3-7)"
"남해","가덕도(20201)","20140413","13.2","1","11.3","1","81%-90%","비"
"남해","가덕도(20201)","20140414","13.8","1","14","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20140415","13.8","1","14.6","1","11%-20%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140416","13.8","1","17.5","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140417","14","1","19.7","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140418","13.8","1","15","1","71%-80%","개임(운량:3-7)"
"남해","가덕도(20201)","20140419","13.8","1","14.5","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140420","13.8","1","14.7","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140421","13.8","1","15.7","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140422","14.3","1","15","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140423","14.3","1","16.7","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20140424","14.4","1","16.7","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140425","14.4","1","17","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140426","14.5","1","16.5","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140427","14.2","1","16.8","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140428","","2","16","2","81%-90%","비"
"남해","가덕도(20201)","20140429","","2","17","2","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140430","14.5","1","13","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140501","14.7","1","17","1","31%-40%","개임(운량:3-7)"
"남해","가덕도(20201)","20140502","14.7","1","17.5","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20140503","14.7","1","16","1","51%-60%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140504","14.7","1","16","1","51%-60%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140505","14.5","1","13.5","1","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20140506","14.5","1","17","1","21%-30%","개임(운량:3-7)"
"남해","가덕도(20201)","20140507","15","1","15.2","1","1%-10%","쾌청(운량:0-2)"
"남해","가덕도(20201)","20140508","","2","14.8","2","71%-80%","비"
"남해","가덕도(20201)","20140509","15","1","18.5","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140510","15","1","17.7","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140511","15","1","18.5","1","51%-60%","개임(운량:3-7)"
"남해","가덕도(20201)","20140512","","2","19","2","41%-50%","개임(운량:3-7)"
"남해","가덕도(20201)","20140513","14.7","1","21","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140514","14.8","1","17.5","1","71%-80%","흐림(운량:8-10)"
"남해","가덕도(20201)","20140515","15.9","1","17","1","11%-20%","개임(운량:3-7)"
"남해","가덕도(20201)","20140516","15.9","1","17.5","1","11%-20%","개임(운량:3-7)"
